id,year,season,grade,imgur,answer
743,2008,s,8,dh7ecfg,C
744,2008,s,8,05hD5Cy,C
745,2008,s,8,AJLEanJ,D
746,2008,s,8,lcjpFyS,A
747,2008,s,8,4OvtjTf,D
748,2008,s,8,pnVSe7u,A
749,2008,s,8,PRra3IW,D
750,2008,s,8,OmpkXGA,D
751,2008,s,8,l6mkY7M,A
752,2008,s,8,VzNCGQW,B
753,2008,s,8,989NoKX,D
754,2008,s,8,8Hv062E,D
755,2009,s,10,Wuvu7WQ,B
756,2009,s,10,1n2IdG7,C
757,2009,s,10,P5dVLV1,A
758,2009,s,10,Rg8PXoj,A
759,2009,s,10,Lup7P4S,B
760,2009,s,10,uPN2w5H,B
761,2009,s,10,TlaWyOI,B
762,2009,s,10,TCcbR1P,D
763,2009,s,10,XpxALQq,B
764,2009,s,10,K6XFl1D,A
765,2009,s,10,4b51hUB,C
766,2009,s,10,qh3UVPH,B
767,2009,s,10,c519gTr,C
768,2009,s,10,A6HIr9h,D
769,2009,s,10,RxiGiTF,D
770,2009,s,10,g1K4n08,C
771,2009,s,10,Vk551IX,D
772,2009,s,10,4u9KVn9,A
773,2009,s,10,I3Ojijd,D
774,2009,s,10,VvlFe1M,C
775,2009,s,10,pmrufC8,D
776,2009,s,10,RdsxJY7,A
777,2009,s,10,jKpK5s3,C
778,2009,s,10,8JFRREn,D
779,2009,s,10,ZNIVBkv,C
780,2009,s,10,bKEvXUG,B
781,2009,s,10,aTBEfxO,D
782,2009,s,10,xSjOmus,D
783,2009,s,10,1CVnKtd,A
784,2009,s,10,glub3F6,D
785,2009,s,10,zD0WeLN,D
786,2009,s,10,THOIGAV,B
787,2009,s,3,kGOWgxS,C
788,2009,s,3,uosRvH7,D
789,2009,s,3,B0tn2eN,A
790,2009,s,3,p8r4OHw,B
791,2009,s,3,Pu8A11j,B
792,2009,s,3,9wu7cg3,B
793,2009,s,3,GIGSiJB,C
794,2009,s,3,3QpPSbH,B
795,2009,s,3,LcvC6WL,C
796,2009,s,3,gwlhdP6,C
797,2009,s,3,PeDmPOX,A
798,2009,s,3,oCdhAsC,D
799,2009,s,4,NEA2Ian,C
800,2009,s,4,6pU8YXH,D
801,2009,s,4,njzTdRA,B
802,2009,s,4,kWLRSa6,A
803,2009,s,4,QxqVYoE,A
804,2009,s,4,FE20w3c,A
805,2009,s,4,IFJ7oz1,B
806,2009,s,4,4ECFLLo,C
807,2009,s,4,EbkeiXa,D
808,2009,s,4,HavvQ94,B
809,2009,s,4,SsdSi5p,C
810,2009,s,4,E9z5Qp6,A
811,2009,s,4,X89MnaB,C
812,2009,s,5,oALymWY,D
813,2009,s,5,75SHdg9,B
814,2009,s,5,l2k3AFy,D
815,2009,s,5,ye2legd,D
816,2009,s,5,jmhRsHH,A
817,2009,s,5,MOv6F6G,B
818,2009,s,5,i5IL5V7,B
819,2009,s,5,KTR630K,B
820,2009,s,5,HeXaRTx,D
821,2009,s,5,oEIglTY,C
822,2009,s,5,bfqwqGK,C
823,2009,s,5,UcjRwMj,D
824,2009,s,5,mhyZ0yj,B
825,2009,s,6,Py5pezR,A
826,2009,s,6,QAPjjjk,D
827,2009,s,6,q9Wo09I,B
828,2009,s,6,DYk8Dax,C
829,2009,s,6,T2V9bX8,B
830,2009,s,6,Fq36adP,D
831,2009,s,6,OMrtT3e,A
832,2009,s,6,hJG2vUg,B
833,2009,s,6,xlQp8L2,D
834,2009,s,6,3H4Bxh6,A
835,2009,s,6,1IwLZKn,A
836,2009,s,6,YRAOzZp,C
837,2009,s,6,BgDFwIT,B
838,2009,s,7,WPYUky6,C
839,2009,s,7,573dQYi,C
840,2009,s,7,AopqQ5a,D
841,2009,s,7,MJRnkkA,B
842,2009,s,7,xVDNd1j,D
843,2009,s,7,4NZMr6N,C
844,2009,s,7,AO5xi9q,A
845,2009,s,7,LrSBWe2,B
846,2009,s,7,BhKZVHf,B
847,2009,s,7,UKekcoy,C
848,2009,s,7,RwYM9NJ,C
849,2009,s,7,nFHUUp6,A
850,2009,s,7,VOEu4KM,C
851,2009,s,8,GeDPU5l,C
852,2009,s,8,9VuLIa1,D
853,2009,s,8,a98kZHO,C
854,2009,s,8,Yhxlqnp,C
855,2009,s,8,AE5R413,B
856,2009,s,8,m0RfQoH,C
857,2009,s,8,lcs4g0r,A
858,2009,s,8,NfgYo6W,D
859,2009,s,8,pvkY73r,D
860,2009,s,8,7Sj8f5K,A
861,2009,s,8,RAP98iU,D
862,2009,s,8,aiz1e59,C
863,2009,s,8,9JUrHKu,A
864,2010,s,10,smqE5O8,C
865,2010,s,10,19iztl3,A
866,2010,s,10,fBSSuB7,C
867,2010,s,10,3UdqJof,B
868,2010,s,10,KXy3SRN,C
869,2010,s,10,c5qdCwC,D
870,2010,s,10,eTw2sQ8,B
871,2010,s,10,SdIUTF1,B
872,2010,s,10,3Np0pUI,A
873,2010,s,10,dShTADl,A
874,2010,s,10,7LdkBBr,D
875,2010,s,10,hZEvMuy,A
876,2010,s,10,fOn0WoL,B
877,2010,s,10,BdKL4rp,A
878,2010,s,10,kuB7Xnz,A
879,2010,s,10,s3tocDP,A
880,2010,s,10,rzF9SkZ,D
881,2010,s,10,9UgoXs2,B
882,2010,s,10,j1sP2gd,B
883,2010,s,10,mlEp8BE,A
884,2010,s,10,fJzn9n0,A
885,2010,s,10,3Pf4OQc,B
886,2010,s,10,wkoK7kT,D
887,2010,s,10,Q76FTnY,D
888,2010,s,10,qNGgASd,C
889,2010,s,10,bD86cGE,D
890,2010,s,10,pI24l5I,A
891,2010,s,10,O6xrV58,D
892,2010,s,10,trm4C8v,A
893,2010,s,10,xjrOEJt,C
894,2010,s,10,PIXtHFZ,B
895,2010,s,10,bdipjg1,C
896,2010,s,3,A3IOQL0,B
897,2010,s,3,SjJ1QuD,B
898,2010,s,3,EqAKTKA,D
899,2010,s,3,lHhaIMl,B
900,2010,s,3,8jag404,A
901,2010,s,3,LQeZVdE,A
902,2010,s,3,q4lYWCE,C
903,2010,s,3,85VEU8q,D
904,2010,s,3,5pxZuqF,B
905,2010,s,3,Vlpms45,C
906,2010,s,3,2bb1VMq,A
907,2010,s,3,K0yxa2x,D
908,2010,s,3,5aVDXpn,D
909,2010,s,4,rMxOzXJ,D
910,2010,s,4,W9WlbZA,A
911,2010,s,4,4TK3PTr,A
912,2010,s,4,EjSVWOx,B
913,2010,s,4,maHoKpk,C
914,2010,s,4,9k8wUbM,C
915,2010,s,4,t6E7Cnc,D
916,2010,s,4,lwlhdR7,B
917,2010,s,4,UFXfdJ6,B
918,2010,s,4,VYKYJ1g,D
919,2010,s,4,xHJrk8P,C
920,2010,s,4,CosaLzg,D
921,2010,s,4,A7a1Pup,C
922,2010,s,4,Wt6hIPD,A
923,2010,s,4,6bfYX3k,B
924,2010,s,4,Q8L88fl,D
925,2010,s,5,EGtqPAc,D
926,2010,s,5,Z96BVYd,B
927,2010,s,5,JM9Bab2,A
928,2010,s,5,7fzn64N,B
929,2010,s,5,HDdoBwB,A
930,2010,s,5,FYpZxCC,D
931,2010,s,5,LGamh7C,A
932,2010,s,5,T5sSHaD,D
933,2010,s,5,cOVSXCm,D
934,2010,s,5,IUOAqjt,D
935,2010,s,5,04YX8Z3,B
936,2010,s,5,KF6G3wo,A
937,2010,s,5,DBG5w9o,C
938,2010,s,5,nBROmL3,B
939,2010,s,5,u6SQ5ta,A
940,2010,s,5,elUEdUe,A
941,2010,s,6,hfTrAqU,C
942,2010,s,6,o35O067,B
943,2010,s,6,d4k6qiB,C
944,2010,s,6,Hj1zTYL,C
945,2010,s,6,FtkhAoE,C
946,2010,s,6,zJDOmyb,D
947,2010,s,6,IZkkZM6,D
948,2010,s,6,RVkGcVI,B
949,2010,s,6,fMpCMGx,A
950,2010,s,6,b9kuFom,D
951,2010,s,6,T01pxTA,D
952,2010,s,6,3udXTmE,B
953,2010,s,6,OGeynHy,C
954,2010,s,6,mjqovdV,C
955,2010,s,6,9mWGIlp,A
956,2010,s,6,D2U6AWe,C
957,2010,s,7,doXJ61B,A
958,2010,s,7,qvkeWAh,B
959,2010,s,7,0qZbl83,C
960,2010,s,7,TpvqhCJ,A
961,2010,s,7,VnOwOnC,D
962,2010,s,7,qHSfFx9,C
963,2010,s,7,pIGIfA0,D
964,2010,s,7,QsLD5jl,C
965,2010,s,7,2pRmEzO,B
966,2010,s,7,qbLVNnX,B
967,2010,s,7,UKzoSDh,A
968,2010,s,7,yDe01pu,C
969,2010,s,7,8FPUiS9,B
970,2010,s,7,NROMolM,D
971,2010,s,7,HfoVijo,B
972,2010,s,7,n1MrxlC,D
973,2010,s,8,NPk05nZ,B
974,2010,s,8,TftvsMO,A
975,2010,s,8,QwjM8E9,C
976,2010,s,8,Mr9yA5X,B
977,2010,s,8,XKmFMYT,A
978,2010,s,8,Y0pl7U4,C
979,2010,s,8,byeYZgK,B
980,2010,s,8,OmcM2cZ,C
981,2010,s,8,FKnHyzn,B
982,2010,s,8,USsWQML,B
983,2010,s,8,97kSE44,C
984,2010,s,8,9kr6KhR,C
985,2010,s,8,hIfq1pc,D
986,2010,s,8,ubbgFf3,B
987,2010,s,8,NNYmTiL,A
988,2010,s,8,cDyHR9N,A
989,2011,s,10,GyD7kyT,D
990,2011,s,10,ndV0mEq,C
991,2011,s,10,EHueLKE,A
992,2011,s,10,sn7WokA,D
993,2011,s,10,2BY7V0j,C
994,2011,s,10,FR8C7Sb,D
995,2011,s,10,xnTI6BC,A
996,2011,s,10,XvrxoMw,B
997,2011,s,10,A1N12Gz,D
998,2011,s,10,Lq0r6WZ,B
999,2011,s,10,HXQSu5t,C
1000,2011,s,10,iv9xdNh,C
1001,2011,s,10,vabJQ1G,B
1002,2011,s,10,MfotB9O,B
1003,2011,s,10,WFSrINf,C
1004,2011,s,10,1yNvHtz,B
1005,2011,s,10,9LpOgWj,A
1006,2011,s,10,CEYHN5H,B
1007,2011,s,10,OQiGxrn,A
1008,2011,s,10,B4pvpnq,D
1009,2011,s,10,mDvQUde,D
1010,2011,s,10,aAErWIm,D
1011,2011,s,10,7CsBBbj,A
1012,2011,s,10,5MaqYMp,C
1013,2011,s,10,zT0Yn3I,B
1014,2011,s,10,Bt0q537,B
1015,2011,s,10,DXASZtG,D
1016,2011,s,10,xJT3LFg,B
1017,2011,s,10,KatV85d,B
1018,2011,s,10,w4ZmfNM,C
1019,2011,s,10,bRdORnL,C
1020,2011,s,10,pgZP3wj,C
1021,2011,s,3,i68dQ1t,D
1022,2011,s,3,RO6x6Si,A
1023,2011,s,3,6FEOodo,B
1024,2011,s,3,vv3XUl7,D
1025,2011,s,3,a76uNQU,D
1026,2011,s,3,anxg0ne,A
1027,2011,s,3,k8d1ofz,D
1028,2011,s,3,yvhvv0l,C
1029,2011,s,3,eLHLZqZ,C
1030,2011,s,3,Vu56U27,A
1031,2011,s,3,KkkHN51,B
1032,2011,s,3,SknopAC,A
1033,2011,s,3,DsPyjWf,A
1034,2011,s,4,qzEACb1,B
1035,2011,s,4,ucPwnoV,A
1036,2011,s,4,qr0gDXT,A
1037,2011,s,4,lTaJAD6,B
1038,2011,s,4,GQ7qfSw,A
1039,2011,s,4,h3xtdEZ,A
1040,2011,s,4,Kl4mZBh,B
1041,2011,s,4,PWy5gnI,C
1042,2011,s,4,VhhrQh2,A
1043,2011,s,4,U7XUYsf,C
1044,2011,s,4,TMShsYo,A
1045,2011,s,4,QBPd6HJ,A
1046,2011,s,4,0GUfSXA,D
1047,2011,s,4,D3di2RE,D
1048,2011,s,4,C3VdLfF,B
1049,2011,s,4,hIMf8G5,B
1050,2011,s,5,6CRcjOv,C
1051,2011,s,5,IQPSjn7,B
1052,2011,s,5,JibRx33,D
1053,2011,s,5,NgynHnq,C
1054,2011,s,5,Oc856If,B
1055,2011,s,5,UWJjkcP,D
1056,2011,s,5,UrQgNXS,B
1057,2011,s,5,OshcvwY,B
1058,2011,s,5,eCNfJlT,B
1059,2011,s,5,7U2YpCy,D
1060,2011,s,5,3uulwGc,A
1061,2011,s,5,MuMRhJy,C
1062,2011,s,5,tEvqEcl,B
1063,2011,s,5,9Y04rMR,C
1064,2011,s,5,ZZFg1Lc,B
1065,2011,s,6,E3TDYD3,B
1066,2011,s,6,ouzhai1,D
1067,2011,s,6,eXiSLgL,C
1068,2011,s,6,WaRDzFD,D
1069,2011,s,6,RVKKzOn,D
1070,2011,s,6,SRuaRGM,D
1071,2011,s,6,0TA1NvF,B
1072,2011,s,6,I31xnya,D
1073,2011,s,6,tnZfkSg,C
1074,2011,s,6,iBKWWE1,C
1075,2011,s,6,twRuQ5N,B
1076,2011,s,6,LNg8j5P,D
1077,2011,s,6,dDa8xwV,C
1078,2011,s,6,e6xts60,C
1079,2011,s,6,wfHpTpU,C
1080,2011,s,6,ExL50rC,A
1081,2011,s,7,5J8hpOT,B
1082,2011,s,7,itPM1Qc,A
1083,2011,s,7,lWTddz3,D
1084,2011,s,7,AHhMvL4,C
1085,2011,s,7,QOjGmHG,D
1086,2011,s,7,dr1rJXz,A
1087,2011,s,7,JQzIaM3,C
1088,2011,s,7,LVpVVAN,B
1089,2011,s,7,GPiA6ae,C
1090,2011,s,7,w5Ahhrc,B
1091,2011,s,7,xjR1B6k,C
1092,2011,s,7,jsfCU68,C
1093,2011,s,7,x3alg7z,D
1094,2011,s,7,2xMeHbT,A
1095,2011,s,7,Jz0ry24,B
1096,2011,s,7,gdC0Vwu,C
1097,2011,s,8,mYQFxiA,B
1098,2011,s,8,UN2uRT4,A
1099,2011,s,8,cUZ9NPN,D
1100,2011,s,8,3xvJzC9,B
1101,2011,s,8,lmKNMQa,C
1102,2011,s,8,L01PGh8,B
1103,2011,s,8,egJJfmp,B
1104,2011,s,8,bLImFFm,D
1105,2011,s,8,mJ6tVQ3,D
1106,2011,s,8,SRsGGtx,B
1107,2011,s,8,scaDK9R,D
1108,2011,s,8,QtC5uaZ,B
1109,2011,s,8,M7NnXn8,B
1110,2011,s,8,KmSPJl2,C
1111,2011,s,8,YHgTOii,B
1112,2011,s,8,fjzklXJ,C
1113,2012,s,10,kutMZuh,D
1114,2012,s,10,pld6eGC,B
1115,2012,s,10,5tTK1gh,B
1116,2012,s,10,9z4nFsw,D
1117,2012,s,10,c7kNE6W,C
1118,2012,s,10,aWp9QlA,B
1119,2012,s,10,808Qnz4,A
1120,2012,s,10,uDbA90I,D
1121,2012,s,10,pCBVCNN,C
1122,2012,s,10,vvbgUQj,C
1123,2012,s,10,z27tJMx,A
1124,2012,s,10,LTgbWTa,D
1125,2012,s,10,jlfRg7b,C
1126,2012,s,10,SnrvPqG,C
1127,2012,s,10,z7LAlLP,B
1128,2012,s,10,qU4D83B,A
1129,2012,s,10,ubsJl35,D
1130,2012,s,10,zX6OeRy,B
1131,2012,s,10,Wi1KuN3,B
1132,2012,s,10,C5fFmeR,C
1133,2012,s,10,iQ9PE5v,A
1134,2012,s,10,yZqEJt6,C
1135,2012,s,10,FOujM5Q,B
1136,2012,s,10,Wa1w2Zz,A
1137,2012,s,10,2v5ULwV,A
1138,2012,s,10,P6QYgfy,B
1139,2012,s,10,njBXHfZ,B
1140,2012,s,10,NRwRULs,B
1141,2012,s,10,4OaGVEE,C
1142,2012,s,10,q1agff4,C
1143,2012,s,10,iq8STLE,A
1144,2012,s,10,e1Xjc3O,A
1145,2012,s,3,Zf99Lxv,B
1146,2012,s,3,dJiWeK4,C
1147,2012,s,3,saob9VL,B
1148,2012,s,3,ltVymWU,D
1149,2012,s,3,CmJIA0T,A
1150,2012,s,3,4Fg3Bcr,A
1151,2012,s,3,YuJIkjE,D
1152,2012,s,3,jVgAa4k,C
1153,2012,s,3,uOL5oed,C
1154,2012,s,3,0YN40y5,B
1155,2012,s,3,AJnryWP,A
1156,2012,s,3,PwTqFzW,D
1157,2012,s,4,wNxNcru,C
1158,2012,s,4,iGKCXRs,D
1159,2012,s,4,WaKeu57,C
1160,2012,s,4,1USMa1e,A
1161,2012,s,4,V5P3kTC,B
1162,2012,s,4,PEsJV0F,D
1163,2012,s,4,IEfNqW0,B
1164,2012,s,4,XeCwJoI,B
1165,2012,s,4,gB94BPP,B
1166,2012,s,4,xYYeyDt,D
1167,2012,s,4,Hp3yMjh,A
1168,2012,s,4,tm9Om18,A
1169,2012,s,4,axGywTm,C
1170,2012,s,4,TPoPCEa,D
1171,2012,s,4,6r1Wyux,D
1172,2012,s,4,bzjYspO,B
1173,2012,s,5,ngYrw67,C
1174,2012,s,5,CKg1fXx,A
1175,2012,s,5,fqECqZ9,D
1176,2012,s,5,T3qRrWs,D
1177,2012,s,5,CYpGeEO,B
1178,2012,s,5,yOl9X2R,C
1179,2012,s,5,pIWDPA4,A
1180,2012,s,5,OBq9kti,C
1181,2012,s,5,fgR8ppy,B
1182,2012,s,5,jqMXdbs,C
1183,2012,s,5,u6QyiWE,A
1184,2012,s,5,P2YzV49,D
1185,2012,s,5,WIj7ZwC,B
1186,2012,s,5,yDOrC4G,B
1187,2012,s,5,GhpS07L,A
1188,2012,s,5,FoI3gkJ,D
1189,2012,s,6,hYVAXBm,A
1190,2012,s,6,Iowd7gM,C
1191,2012,s,6,0d53c6Y,C
1192,2012,s,6,diXfOor,D
1193,2012,s,6,XigkXgc,B
1194,2012,s,6,09mpWkZ,B
1195,2012,s,6,viDYHYy,A
1196,2012,s,6,NMXHjdD,D
1197,2012,s,6,V1DLWkV,B
1198,2012,s,6,CRiAi7F,C
1199,2012,s,6,LuxaFTR,C
1200,2012,s,6,TgB4R7E,D
1201,2012,s,6,lwxjp2W,B
1202,2012,s,6,YvPhKnR,D
1203,2012,s,6,jPpy1YE,B
1204,2012,s,6,inFe5pA,A
1205,2012,s,7,KgjgHUw,C
1206,2012,s,7,jv02fKH,C
1207,2012,s,7,IrkypsO,B
1208,2012,s,7,Qr8M12l,D
1209,2012,s,7,i1Id231,A
1210,2012,s,7,lfch1KR,D
1211,2012,s,7,qieSSKj,B
1212,2012,s,7,8HiFZsO,D
1213,2012,s,7,GBkFDkX,C
1214,2012,s,7,grxcWjp,B
1215,2012,s,7,tszjuQo,C
1216,2012,s,7,mhGXS80,C
1217,2012,s,7,NYPN2oW,A
1218,2012,s,7,JFBriMf,D
1219,2012,s,7,YpgS0ot,A
1220,2012,s,7,fWTlsMt,B
1221,2012,s,8,fxMWuQM,A
1222,2012,s,8,Ss0Zp96,A
1223,2012,s,8,3Vp0XPP,B
1224,2012,s,8,WQ5hKZj,A
1225,2012,s,8,S8USzEe,A
1226,2012,s,8,Es8kdrO,B
1227,2012,s,8,bBDSNqk,B
1228,2012,s,8,rL5V1iE,C
1229,2012,s,8,F6Wv3fn,B
1230,2012,s,8,NRoUQpr,B
1231,2012,s,8,2S6zr9b,B
1232,2012,s,8,8h842YL,A
1233,2012,s,8,d57HiUh,B
1234,2012,s,8,gz3K9DK,C
1235,2012,s,8,waf4u4H,B
1236,2012,s,8,VPQolQ1,D
