year,season,grade,imgur,answer
2009,s,6,hJG2vUg,B
2009,s,6,xlQp8L2,D
2009,s,6,3H4Bxh6,A
2009,s,6,1IwLZKn,A
2009,s,6,YRAOzZp,C
2009,s,6,BgDFwIT,B
2009,s,7,WPYUky6,C
2009,s,7,573dQYi,C
2009,s,7,AopqQ5a,D
2009,s,7,MJRnkkA,B
2009,s,7,xVDNd1j,D
2009,s,7,4NZMr6N,C
2009,s,7,AO5xi9q,A
2009,s,7,LrSBWe2,B
2009,s,7,BhKZVHf,B
2009,s,7,UKekcoy,C
2009,s,7,RwYM9NJ,C
2009,s,7,nFHUUp6,A
2009,s,7,VOEu4KM,C
2009,s,8,GeDPU5l,C
2009,s,8,9VuLIa1,D
2009,s,8,a98kZHO,C
2009,s,8,Yhxlqnp,C
2009,s,8,AE5R413,B
2009,s,8,m0RfQoH,C
2009,s,8,lcs4g0r,A
2009,s,8,NfgYo6W,D
2009,s,8,pvkY73r,D
2009,s,8,7Sj8f5K,A
2009,s,8,RAP98iU,D
2009,s,8,aiz1e59,C
2009,s,8,9JUrHKu,A
2010,s,10,smqE5O8,C
2010,s,10,19iztl3,A
2010,s,10,fBSSuB7,C
2010,s,10,3UdqJof,B
2010,s,10,KXy3SRN,C
2010,s,10,c5qdCwC,D
2010,s,10,eTw2sQ8,B
2010,s,10,SdIUTF1,B
2010,s,10,3Np0pUI,A
2010,s,10,dShTADl,A
2010,s,10,7LdkBBr,D
2010,s,10,hZEvMuy,A
2010,s,10,fOn0WoL,B
2010,s,10,BdKL4rp,A
2010,s,10,kuB7Xnz,A
2010,s,10,s3tocDP,A
2010,s,10,rzF9SkZ,D
2010,s,10,9UgoXs2,B
2010,s,10,j1sP2gd,B
2010,s,10,mlEp8BE,A
2010,s,10,fJzn9n0,A
2010,s,10,3Pf4OQc,B
2010,s,10,wkoK7kT,D
2010,s,10,Q76FTnY,D
2010,s,10,qNGgASd,C
2010,s,10,bD86cGE,D
2010,s,10,pI24l5I,A
2010,s,10,O6xrV58,D
2010,s,10,trm4C8v,A
2010,s,10,xjrOEJt,C
2010,s,10,PIXtHFZ,B
2010,s,10,bdipjg1,C
2010,s,3,A3IOQL0,B
2010,s,3,SjJ1QuD,B
2010,s,3,EqAKTKA,D
2010,s,3,lHhaIMl,B
2010,s,3,8jag404,A
2010,s,3,LQeZVdE,A
2010,s,3,q4lYWCE,C
2010,s,3,85VEU8q,D
2010,s,3,5pxZuqF,B
2010,s,3,Vlpms45,C
2010,s,3,2bb1VMq,A
2010,s,3,K0yxa2x,D
2010,s,3,5aVDXpn,D
2010,s,4,rMxOzXJ,D
2010,s,4,W9WlbZA,A
2010,s,4,4TK3PTr,A
2010,s,4,EjSVWOx,B
2010,s,4,maHoKpk,C
2010,s,4,9k8wUbM,C
2010,s,4,t6E7Cnc,D
2010,s,4,lwlhdR7,B
2010,s,4,UFXfdJ6,B
2010,s,4,VYKYJ1g,D
2010,s,4,xHJrk8P,C
2010,s,4,CosaLzg,D
2010,s,4,A7a1Pup,C
2010,s,4,Wt6hIPD,A
2010,s,4,6bfYX3k,B
2010,s,4,Q8L88fl,D
2010,s,5,EGtqPAc,D
2010,s,5,Z96BVYd,B
2010,s,5,JM9Bab2,A
2010,s,5,7fzn64N,B
2010,s,5,HDdoBwB,A
2010,s,5,FYpZxCC,D
2010,s,5,LGamh7C,A
2010,s,5,T5sSHaD,D
2010,s,5,cOVSXCm,D
2010,s,5,IUOAqjt,D
2010,s,5,04YX8Z3,B
2010,s,5,KF6G3wo,A
2010,s,5,DBG5w9o,C
2010,s,5,nBROmL3,B
2010,s,5,u6SQ5ta,A
2010,s,5,elUEdUe,A
2010,s,6,hfTrAqU,C
2010,s,6,o35O067,B
2010,s,6,d4k6qiB,C
2010,s,6,Hj1zTYL,C
2010,s,6,FtkhAoE,C
2010,s,6,zJDOmyb,D
2010,s,6,IZkkZM6,D
2010,s,6,RVkGcVI,B
2010,s,6,fMpCMGx,A
2010,s,6,b9kuFom,D
2010,s,6,T01pxTA,D
2010,s,6,3udXTmE,B
2010,s,6,OGeynHy,C
2010,s,6,mjqovdV,C
2010,s,6,9mWGIlp,A
2010,s,6,D2U6AWe,C
2010,s,7,doXJ61B,A
2010,s,7,qvkeWAh,B
2010,s,7,0qZbl83,C
2010,s,7,TpvqhCJ,A
2010,s,7,VnOwOnC,D
2010,s,7,qHSfFx9,C
2010,s,7,pIGIfA0,D
2010,s,7,QsLD5jl,C
2010,s,7,2pRmEzO,B
2010,s,7,qbLVNnX,B
2010,s,7,UKzoSDh,A
2010,s,7,yDe01pu,C
2010,s,7,8FPUiS9,B
2010,s,7,NROMolM,D
2010,s,7,HfoVijo,B
2010,s,7,n1MrxlC,D
2010,s,8,NPk05nZ,B
2010,s,8,TftvsMO,A
2010,s,8,QwjM8E9,C
2010,s,8,Mr9yA5X,B
2010,s,8,XKmFMYT,A
2010,s,8,Y0pl7U4,C
2010,s,8,byeYZgK,B
2010,s,8,OmcM2cZ,C
2010,s,8,FKnHyzn,B
2010,s,8,USsWQML,B
2010,s,8,97kSE44,C
2010,s,8,9kr6KhR,C
2010,s,8,hIfq1pc,D
2010,s,8,ubbgFf3,B
2010,s,8,NNYmTiL,A
2010,s,8,cDyHR9N,A
2011,s,10,GyD7kyT,D
2011,s,10,ndV0mEq,C
2011,s,10,EHueLKE,A
2011,s,10,sn7WokA,D
2011,s,10,2BY7V0j,C
2011,s,10,FR8C7Sb,D
2011,s,10,xnTI6BC,A
2011,s,10,XvrxoMw,B
2011,s,10,A1N12Gz,D
2011,s,10,Lq0r6WZ,B
2011,s,10,HXQSu5t,C
2011,s,10,iv9xdNh,C
2011,s,10,vabJQ1G,B
2011,s,10,MfotB9O,B
2011,s,10,WFSrINf,C
2011,s,10,1yNvHtz,B
2011,s,10,9LpOgWj,A
2011,s,10,CEYHN5H,B
2011,s,10,OQiGxrn,A
2011,s,10,B4pvpnq,D
2011,s,10,mDvQUde,D
2011,s,10,aAErWIm,D
2011,s,10,7CsBBbj,A
2011,s,10,5MaqYMp,C
2011,s,10,zT0Yn3I,B
2011,s,10,Bt0q537,B
2011,s,10,DXASZtG,D
2011,s,10,xJT3LFg,B
2011,s,10,KatV85d,B
2011,s,10,w4ZmfNM,C
2011,s,10,bRdORnL,C
2011,s,10,pgZP3wj,C
2011,s,3,i68dQ1t,D
2011,s,3,RO6x6Si,A
2011,s,3,6FEOodo,B
2011,s,3,vv3XUl7,D
2011,s,3,a76uNQU,D
2011,s,3,anxg0ne,A
2011,s,3,k8d1ofz,D
2011,s,3,yvhvv0l,C
2011,s,3,eLHLZqZ,C
2011,s,3,Vu56U27,A
2011,s,3,KkkHN51,B
2011,s,3,SknopAC,A
2011,s,3,DsPyjWf,A
2011,s,4,qzEACb1,B
2011,s,4,ucPwnoV,A
2011,s,4,qr0gDXT,A
2011,s,4,lTaJAD6,B
2011,s,4,GQ7qfSw,A
2011,s,4,h3xtdEZ,A
2011,s,4,Kl4mZBh,B
2011,s,4,PWy5gnI,C
2011,s,4,VhhrQh2,A
2011,s,4,U7XUYsf,C
2011,s,4,TMShsYo,A
2011,s,4,QBPd6HJ,A
2011,s,4,0GUfSXA,D
2011,s,4,D3di2RE,D
2011,s,4,C3VdLfF,B
2011,s,4,hIMf8G5,B
2011,s,5,6CRcjOv,C
2011,s,5,IQPSjn7,B
2011,s,5,JibRx33,D
2011,s,5,NgynHnq,C
2011,s,5,Oc856If,B
2011,s,5,UWJjkcP,D
2011,s,5,UrQgNXS,B
2011,s,5,OshcvwY,B
2011,s,5,eCNfJlT,B
2011,s,5,7U2YpCy,D
2011,s,5,3uulwGc,A
2011,s,5,MuMRhJy,C
2011,s,5,tEvqEcl,B
2011,s,5,9Y04rMR,C
2011,s,5,ZZFg1Lc,B
2011,s,6,E3TDYD3,B
2011,s,6,ouzhai1,D
2011,s,6,eXiSLgL,C
2011,s,6,WaRDzFD,D
2011,s,6,RVKKzOn,D
2011,s,6,SRuaRGM,D
2011,s,6,0TA1NvF,B
2011,s,6,I31xnya,D
2011,s,6,tnZfkSg,C
2011,s,6,iBKWWE1,C
2011,s,6,twRuQ5N,B
2011,s,6,LNg8j5P,D
2011,s,6,dDa8xwV,C
2011,s,6,e6xts60,C
2011,s,6,wfHpTpU,C
2011,s,6,ExL50rC,A
2011,s,7,5J8hpOT,B
2011,s,7,itPM1Qc,A
2011,s,7,lWTddz3,D
2011,s,7,AHhMvL4,C
2011,s,7,QOjGmHG,D
2011,s,7,dr1rJXz,A
2011,s,7,JQzIaM3,C
2011,s,7,LVpVVAN,B
2011,s,7,GPiA6ae,C
2011,s,7,w5Ahhrc,B
2011,s,7,xjR1B6k,C
2011,s,7,jsfCU68,C
2011,s,7,x3alg7z,D
2011,s,7,2xMeHbT,A
2011,s,7,Jz0ry24,B
2011,s,7,gdC0Vwu,C
2011,s,8,mYQFxiA,B
2011,s,8,UN2uRT4,A
2011,s,8,cUZ9NPN,D
2011,s,8,3xvJzC9,B
2011,s,8,lmKNMQa,C
2011,s,8,L01PGh8,B
2011,s,8,egJJfmp,B
2011,s,8,bLImFFm,D
2011,s,8,mJ6tVQ3,D
2011,s,8,SRsGGtx,B
2011,s,8,scaDK9R,D
2011,s,8,QtC5uaZ,B
2011,s,8,M7NnXn8,B
2011,s,8,KmSPJl2,C
2011,s,8,YHgTOii,B
2011,s,8,fjzklXJ,C
2012,s,10,kutMZuh,D
2012,s,10,pld6eGC,B
2012,s,10,5tTK1gh,B
2012,s,10,9z4nFsw,D
2012,s,10,c7kNE6W,C
2012,s,10,aWp9QlA,B
2012,s,10,808Qnz4,A
2012,s,10,uDbA90I,D
2012,s,10,pCBVCNN,C
2012,s,10,vvbgUQj,C
2012,s,10,z27tJMx,A
2012,s,10,LTgbWTa,D
2012,s,10,jlfRg7b,C
2012,s,10,SnrvPqG,C
2012,s,10,z7LAlLP,B
2012,s,10,qU4D83B,A
2012,s,10,ubsJl35,D
2012,s,10,zX6OeRy,B
2012,s,10,Wi1KuN3,B
2012,s,10,C5fFmeR,C
2012,s,10,iQ9PE5v,A
2012,s,10,yZqEJt6,C
2012,s,10,FOujM5Q,B
2012,s,10,Wa1w2Zz,A
2012,s,10,2v5ULwV,A
2012,s,10,P6QYgfy,B
2012,s,10,njBXHfZ,B
2012,s,10,NRwRULs,B
2012,s,10,4OaGVEE,C
2012,s,10,q1agff4,C
2012,s,10,iq8STLE,A
2012,s,10,e1Xjc3O,A
2012,s,3,Zf99Lxv,B
2012,s,3,dJiWeK4,C
2012,s,3,saob9VL,B
2012,s,3,ltVymWU,D
2012,s,3,CmJIA0T,A
2012,s,3,4Fg3Bcr,A
2012,s,3,YuJIkjE,D
2012,s,3,jVgAa4k,C
2012,s,3,uOL5oed,C
2012,s,3,0YN40y5,B
2012,s,3,AJnryWP,A
2012,s,3,PwTqFzW,D
2012,s,4,wNxNcru,C
2012,s,4,iGKCXRs,D
2012,s,4,WaKeu57,C
2012,s,4,1USMa1e,A
2012,s,4,V5P3kTC,B
2012,s,4,PEsJV0F,D
2012,s,4,IEfNqW0,B
2012,s,4,XeCwJoI,B
2012,s,4,gB94BPP,B
2012,s,4,xYYeyDt,D
2012,s,4,Hp3yMjh,A
2012,s,4,tm9Om18,A
2012,s,4,axGywTm,C
2012,s,4,TPoPCEa,D
2012,s,4,6r1Wyux,D
2012,s,4,bzjYspO,B
2012,s,5,ngYrw67,C
2012,s,5,CKg1fXx,A
2012,s,5,fqECqZ9,D
2012,s,5,T3qRrWs,D
2012,s,5,CYpGeEO,B
2012,s,5,yOl9X2R,C
2012,s,5,pIWDPA4,A
2012,s,5,OBq9kti,C
2012,s,5,fgR8ppy,B
2012,s,5,jqMXdbs,C
2012,s,5,u6QyiWE,A
2012,s,5,P2YzV49,D
2012,s,5,WIj7ZwC,B
2012,s,5,yDOrC4G,B
2012,s,5,GhpS07L,A
2012,s,5,FoI3gkJ,D
2012,s,6,hYVAXBm,A
2012,s,6,Iowd7gM,C
2012,s,6,0d53c6Y,C
2012,s,6,diXfOor,D
2012,s,6,XigkXgc,B
2012,s,6,09mpWkZ,B
2012,s,6,viDYHYy,A
2012,s,6,NMXHjdD,D
2012,s,6,V1DLWkV,B
2012,s,6,CRiAi7F,C
2012,s,6,LuxaFTR,C
2012,s,6,TgB4R7E,D
2012,s,6,lwxjp2W,B
2012,s,6,YvPhKnR,D
2012,s,6,jPpy1YE,B
2012,s,6,inFe5pA,A
2012,s,7,KgjgHUw,C
2012,s,7,jv02fKH,C
2012,s,7,IrkypsO,B
2012,s,7,Qr8M12l,D
2012,s,7,i1Id231,A
2012,s,7,lfch1KR,D
2012,s,7,qieSSKj,B
2012,s,7,8HiFZsO,D
2012,s,7,GBkFDkX,C
2012,s,7,grxcWjp,B
2012,s,7,tszjuQo,C
2012,s,7,mhGXS80,C
2012,s,7,NYPN2oW,A
2012,s,7,JFBriMf,D
2012,s,7,YpgS0ot,A
2012,s,7,fWTlsMt,B
2012,s,8,fxMWuQM,A
2012,s,8,Ss0Zp96,A
2012,s,8,3Vp0XPP,B
2012,s,8,WQ5hKZj,A
2012,s,8,S8USzEe,A
2012,s,8,Es8kdrO,B
2012,s,8,bBDSNqk,B
2012,s,8,rL5V1iE,C
2012,s,8,F6Wv3fn,B
2012,s,8,NRoUQpr,B
2012,s,8,2S6zr9b,B
2012,s,8,8h842YL,A
2012,s,8,d57HiUh,B
2012,s,8,gz3K9DK,C
2012,s,8,waf4u4H,B
2012,s,8,VPQolQ1,D
